"FIPS","State","County","Median.Household.Income","X..Uninsured","X..Rural","Life.Expectancy","Life.Expectancy..Black.","Life.Expectancy..White.","Year"
13255,"Georgia","Spalding",49237,8025,26667,74.7,73.5,74.6,2021
13257,"Georgia","Stephens",45416,2915,15329,73,71.2,73,2021
13261,"Georgia","Sumter",40250,3458,13713,73.4,70.8,76,2021
13263,"Georgia","Talbot",41045,672,6445,75.7,76.5,73.4,2021
13267,"Georgia","Tattnall",41457,2885,17414,75.9,74.8,75.5,2021
13269,"Georgia","Taylor",28234,921,8906,75.1,75,75.2,2021
13271,"Georgia","Telfair",36264,1466,7753,79.4,79.4,78.6,2021
13273,"Georgia","Terrell",37122,968,4849,74.2,72.2,76.4,2021
13275,"Georgia","Thomas",47978,5238,20581,75.3,73.3,76.3,2021
13277,"Georgia","Tift",47764,5601,16361,75,72.2,75.7,2021
13279,"Georgia","Toombs",41442,3583,13899,74.5,72.4,74.3,2021
13283,"Georgia","Treutlen",37478,798,4053,75.7,75.3,75.7,2021
13285,"Georgia","Troup",47296,7017,29700,75.7,74.3,76,2021
13287,"Georgia","Turner",35400,910,4441,72.8,69.9,74.2,2021
13289,"Georgia","Twiggs",44079,969,9023,72.4,75.3,69.7,2021
13293,"Georgia","Upson",40926,2711,12737,72.8,73.8,72,2021
13295,"Georgia","Walker",47548,7226,30152,75.4,73.2,75.4,2021
13297,"Georgia","Walton",67007,10199,35734,76.9,73.3,77.4,2021
13299,"Georgia","Ware",37642,3681,10691,73.7,72.5,73.8,2021
13301,"Georgia","Warren",37313,528,5834,75.7,74.9,76,2021
13303,"Georgia","Washington",41674,1988,13899,76.5,75.7,77,2021
13305,"Georgia","Wayne",47382,3512,17439,73.6,70.5,74,2021
13309,"Georgia","Wheeler",35927,597,7421,79.3,80.7,77.7,2021
13313,"Georgia","Whitfield",53115,16776,29833,78.1,72.3,76.3,2021
13315,"Georgia","Wilcox",38261,772,9255,77.2,77.6,77.1,2021
13317,"Georgia","Wilkes",39716,1272,7136,75.5,74.4,75.4,2021
13319,"Georgia","Wilkinson",43902,897,9563,75,76,73.8,2021
13321,"Georgia","Worth",43142,2657,14994,74.6,73.5,75.3,2021
15001,"Hawaii","Hawaii",64929,8712,70313,80.6,80.6,80.5,2021
15003,"Hawaii","Honolulu",86946,28312,8225,82.5,86,81.9,2021
15009,"Hawaii","Maui",77375,6370,22556,82.9,80.8,82.2,2021
16001,"Idaho","Ada",72295,32864,21471,81,78.7,80.8,2021
16027,"Idaho","Canyon",58670,28051,37535,79.1,84.5,78.5,2021
17001,"Illinois","Adams",55942,2516,21875,78.3,73.3,78.3,2021
17003,"Illinois","Alexander",37408,287,5096,73.5,72.9,73.4,2021
17019,"Illinois","Champaign",53485,9398,25558,80.5,72.8,81,2021
17029,"Illinois","Coles",50467,2480,13085,78.9,77.5,78.8,2021
17031,"Illinois","Cook",69375,401160,2353,79.7,73.3,81.1,2021
17037,"Illinois","DeKalb",64676,5032,21353,79.4,74.4,79.6,2021
17043,"Illinois","DuPage",96354,43132,436,82.5,78.1,81.8,2021
17077,"Illinois","Jackson",37308,3394,22381,78.2,74.4,78,2021
17081,"Illinois","Jefferson",50531,1656,22819,76,71.7,76.4,2021
17089,"Illinois","Kane",84311,39361,18335,81.6,77.1,80.9,2021
17091,"Illinois","Kankakee",60763,5112,27746,77,71.7,77.8,2021
17093,"Illinois","Kendall",105586,5838,11955,81.9,77.3,81.8,2021
17095,"Illinois","Knox",43404,2125,12870,77.3,74.8,77.3,2021
17097,"Illinois","Lake",92638,38271,8915,81.6,75.1,81.4,2021
17099,"Illinois","LaSalle",59528,4867,34422,76.9,71.3,76.4,2021
17103,"Illinois","Lee",57619,1220,19173,78.6,77.2,78.4,2021
17105,"Illinois","Livingston",54422,1283,15893,76.9,76.9,76.5,2021
17107,"Illinois","Logan",53806,1005,12081,77.5,72.7,77.2,2021
17109,"Illinois","McDonough",49048,1457,9622,78,71.6,78.1,2021
17111,"Illinois","McHenry",89379,16251,30501,80.7,84,80.4,2021
17113,"Illinois","McLean",69230,6723,27974,80,75.1,80,2021
17115,"Illinois","Macon",52259,4143,16905,77.3,73.8,77.9,2021
17119,"Illinois","Madison",66591,11698,35924,76.5,72.3,76.7,2021
17121,"Illinois","Marion",52291,1771,17769,74.6,72.5,74.5,2021
17137,"Illinois","Morgan",55937,1199,12878,77.4,72.9,77.3,2021
17143,"Illinois","Peoria",57717,8936,27313,77.4,71.2,78.4,2021
17145,"Illinois","Perry",56880,735,9754,77.8,78.3,77.5,2021
17153,"Illinois","Pulaski",38506,267,6161,74.5,73.6,74.6,2021
17157,"Illinois","Randolph",58444,1160,14275,77.7,76.4,77.5,2021
17161,"Illinois","Rock Island",57772,6854,16112,78.1,73.5,78.1,2021
17163,"Illinois","St. Clair",57726,11833,26343,76.3,71.9,77.9,2021
17167,"Illinois","Sangamon",61768,7706,27895,78,74,78.4,2021
17177,"Illinois","Stephenson",51786,1855,19129,79.1,74.7,79.5,2021
17179,"Illinois","Tazewell",66206,4718,27645,78.8,74.6,78.6,2021
17183,"Illinois","Vermilion",46295,3510,25513,74.9,68.2,75.9,2021
17197,"Illinois","Will",90249,31586,26624,79.8,77,79.3,2021
17199,"Illinois","Williamson",56958,2924,23091,77.3,78.6,77.3,2021
17201,"Illinois","Winnebago",59510,16209,23368,76.7,71.6,76.9,2021
18003,"Indiana","Allen",56838,25843,42212,77.2,72,77.8,2021
18005,"Indiana","Bartholomew",71181,5342,25882,78.3,77.8,77.6,2021
18019,"Indiana","Clark",59441,7324,22614,75.3,73.1,75,2021
18035,"Indiana","Delaware",45912,7210,26843,74.8,71.3,74.8,2021
18039,"Indiana","Elkhart",55782,19460,40672,78.7,72.8,78.5,2021
18043,"Indiana","Floyd",64614,4042,15160,76.2,70.5,76.3,2021
18053,"Indiana","Grant",47509,3509,20257,74.5,71.1,74.4,2021
18057,"Indiana","Hamilton",107710,12599,15473,82,80.5,81.7,2021
18059,"Indiana","Hancock",77905,3756,21313,79.1,87.9,78.7,2021
18063,"Indiana","Hendricks",85827,7593,25958,79.6,81.9,79.3,2021
18067,"Indiana","Howard",54048,4406,17821,74.5,70.2,74.6,2021
18081,"Indiana","Johnson",74427,8636,19407,78.2,77.5,77.9,2021
18089,"Indiana","Lake",57280,29945,19682,76.3,72.4,76.8,2021
18091,"Indiana","LaPorte",56427,6440,39713,76.3,74.8,76,2021
18095,"Indiana","Madison",54145,7602,30393,75.7,73.3,75.9,2021
18097,"Indiana","Marion",50707,80528,5422,76,73.3,76.5,2021
18103,"Indiana","Miami",53658,2265,17155,77.2,81,76.7,2021
18105,"Indiana","Monroe",53113,9627,29317,80.5,79.1,80.1,2021
18127,"Indiana","Porter",74064,9233,34106,78.3,73.7,78.1,2021
18141,"Indiana","St. Joseph",53881,18411,24028,76.9,71.2,77.5,2021
18157,"Indiana","Tippecanoe",51228,12641,25055,79.4,73.5,79.1,2021
18163,"Indiana","Vanderburgh",51603,12086,16474,76.3,71.9,76.6,2021
18167,"Indiana","Vigo",48082,6848,25623,75.8,76.3,75.4,2021
18177,"Indiana","Wayne",47885,4603,22777,73.3,68,73.4,2021
19013,"Iowa","Black Hawk",60010,5302,17672,78.4,71.1,79.1,2021
19045,"Iowa","Clinton",56865,1687,15832,77.9,79,77.6,2021
19049,"Iowa","Dallas",97535,2535,20228,82.3,88.1,82.1,2021
19057,"Iowa","Des Moines",53547,1296,10781,78.4,73.2,78.7,2021
19103,"Iowa","Johnson",67295,6508,24261,83.1,83,82.9,2021
19113,"Iowa","Linn",64783,6969,26927,80.5,73.3,80.6,2021
19153,"Iowa","Polk",67331,21122,21139,79,72,79.3,2021
19155,"Iowa","Pottawattamie",60322,3997,24612,77.7,73.5,77.3,2021
19163,"Iowa","Scott",65724,6523,22323,79.1,73.6,79.3,2021
19169,"Iowa","Story",64151,3972,15164,81.9,81.7,81.7,2021
19187,"Iowa","Webster",53344,1291,12891,77,76,77.1,2021
19193,"Iowa","Woodbury",58419,6087,17836,77.5,79.3,77.3,2021
20015,"Kansas","Butler",66199,3665,26664,77.7,72.1,77.9,2021
20045,"Kansas","Douglas",62559,7483,12205,80.4,77.8,80.4,2021
20061,"Kansas","Geary",58978,1908,4011,75.4,74.8,75.4,2021
20091,"Kansas","Johnson",91913,31232,20862,81.7,76.9,81.7,2021
20103,"Kansas","Leavenworth",75840,3741,22154,79.3,75.1,79.5,2021
20125,"Kansas","Montgomery",44240,2503,15403,74.9,67.9,74.6,2021
20155,"Kansas","Reno",53371,4403,20191,77.9,75.8,77.8,2021
20161,"Kansas","Riley",51996,4265,9846,80.7,80.8,80.6,2021
20169,"Kansas","Saline",56741,3669,8113,77.6,74.2,77.7,2021
20173,"Kansas","Sedgwick",60014,43288,38168,77.6,72.9,77.9,2021
20177,"Kansas","Shawnee",59451,11745,28157,76.9,70.4,77.8,2021
20209,"Kansas","Wyandotte",47292,20748,9549,75.8,72.8,75.5,2021
21009,"Kentucky","Barren",44859,2434,26685,75.9,73.4,75.8,2021
21015,"Kentucky","Boone",78806,4076,15769,78.9,77.2,78.7,2021
21021,"Kentucky","Boyle",53644,1010,9900,77.3,77.9,76.9,2021
21035,"Kentucky","Calloway",45574,1850,18119,77.3,77.9,77.2,2021
21037,"Kentucky","Campbell",66520,2920,13818,77.4,83.9,77.3,2021
21047,"Kentucky","Christian",46390,3057,21118,74.7,71.3,75.3,2021
21049,"Kentucky","Clark",55428,1448,9782,74.8,72.8,74.6,2021
21059,"Kentucky","Daviess",52620,4015,26113,76.8,75.7,76.7,2021
21067,"Kentucky","Fayette",58981,20138,9072,78.6,75.2,78.8,2021
21073,"Kentucky","Franklin",58917,2347,13580,75.8,76.5,75.2,2021
21083,"Kentucky","Graves",48038,1843,25765,75.8,69.7,75.6,2021
21093,"Kentucky","Hardin",57711,3974,36109,77.2,78,76.8,2021
21101,"Kentucky","Henderson",53199,1851,17667,76.1,73,76.1,2021
21107,"Kentucky","Hopkins",48769,1787,22111,74.7,75.1,74.5,2021
21111,"Kentucky","Jefferson",59025,36044,10176,76.1,73.3,76.5,2021
21113,"Kentucky","Jessamine",62533,2859,12583,77.5,73.9,77.4,2021
21117,"Kentucky","Kenton",68692,7560,11142,76.1,73.1,76.1,2021
21141,"Kentucky","Logan",48902,1216,20121,75,70.6,75.2,2021
21145,"Kentucky","McCracken",48219,2725,18243,76.6,74,76.6,2021
21151,"Kentucky","Madison",50316,3872,31937,76.2,72.8,76,2021
21179,"Kentucky","Nelson",64795,1664,24735,76.1,73.7,76.1,2021
21185,"Kentucky","Oldham",101152,1646,12261,79.8,83.3,79.6,2021
21209,"Kentucky","Scott",74719,2096,15314,77,80.4,76.5,2021
21211,"Kentucky","Shelby",71737,2639,19778,78.8,80.1,78.4,2021
21213,"Kentucky","Simpson",52931,806,7835,74.4,74.9,74.2,2021
21225,"Kentucky","Union",49870,765,9797,74.7,74.7,74.2,2021
21227,"Kentucky","Warren",53238,7206,35486,77.4,73.9,77.4,2021
22001,"Louisiana","Acadia",44728,4551,31936,74.9,69.8,75.8,2021
22003,"Louisiana","Allen",47111,1461,17886,75.1,74.8,75.1,2021
22005,"Louisiana","Ascension",83072,6355,14170,79.5,76.5,79.8,2021
22007,"Louisiana","Assumption",51763,1524,10538,77.1,72.8,78.6,2021
22009,"Louisiana","Avoyelles",38316,2735,26835,74,71.6,74.6,2021
22011,"Louisiana","Beauregard",55343,2587,23708,75.7,74.3,75.7,2021
22013,"Louisiana","Bienville",37198,734,11459,73.8,73.8,73.8,2021
22015,"Louisiana","Bossier",54080,7520,28475,77.8,76,78,2021
22017,"Louisiana","Caddo",45613,14008,36805,74.9,72.6,77.2,2021
22019,"Louisiana","Calcasieu",53050,13770,39518,75.2,72.2,76,2021
22025,"Louisiana","Catahoula",36794,601,10407,75.8,75.1,76,2021
22027,"Louisiana","Claiborne",36497,949,14161,75.5,74.9,75.8,2021
22029,"Louisiana","Concordia",36276,1246,6966,73.3,70.1,75.1,2021
22031,"Louisiana","De Soto",47347,2057,20595,76.3,73.2,77.7,2021
22033,"Louisiana","East Baton Rouge",56303,29320,30266,76.1,73.1,78.3,2021
22035,"Louisiana","East Carroll",29943,325,2683,72.1,69.6,75.5,2021
22037,"Louisiana","East Feliciana",50041,987,20267,73.4,72.6,74,2021
22039,"Louisiana","Evangeline",35146,2440,20762,73.2,70.3,73.6,2021
22041,"Louisiana","Franklin",35484,1457,15406,75,72.9,76.1,2021
22043,"Louisiana","Grant",49544,1232,19095,75.8,72.4,75.8,2021
22045,"Louisiana","Iberia",47731,5475,20607,74.9,71.1,76.3,2021
22047,"Louisiana","Iberville",55198,1788,19770,76.1,75.1,76.5,2021
22049,"Louisiana","Jackson",43232,998,10665,76.4,71.7,78,2021
22051,"Louisiana","Jefferson",55909,39676,4942,77.4,73.9,77.4,2021
22053,"Louisiana","Jefferson Davis",47988,2335,16018,73.9,72,74.1,2021
22055,"Louisiana","Lafayette",60053,15423,18432,78.6,74.6,79.5,2021
22057,"Louisiana","Lafourche",54145,7576,23325,77.1,71.1,78.1,2021
22059,"Louisiana","La Salle",51014,1085,10898,75.4,73.5,75.3,2021
22061,"Louisiana","Lincoln",41608,3523,19011,76.9,74.8,77.9,2021
22063,"Louisiana","Livingston",63852,9566,52640,76.7,73.3,76.7,2021
22065,"Louisiana","Madison",32229,574,2714,72,69,76.9,2021
22067,"Louisiana","Morehouse",34922,1708,14000,71.4,69.2,73.2,2021
22069,"Louisiana","Natchitoches",49536,2610,19803,75.1,72.8,76.3,2021
22071,"Louisiana","Orleans",45092,28217,2035,77,75,80.3,2021
22073,"Louisiana","Ouachita",43235,10133,37187,75,72.6,76.4,2021
22075,"Louisiana","Plaquemines",60795,1816,4502,77.6,74.5,77.3,2021
22077,"Louisiana","Pointe Coupee",48011,1453,13182,76.2,76,76.5,2021
22079,"Louisiana","Rapides",49687,8844,52023,74.4,70.4,75.7,2021
22081,"Louisiana","Red River",39806,514,9091,73.3,71.8,74.2,2021
22083,"Louisiana","Richland",39586,1340,13688,74.2,71.5,75.7,2021
22085,"Louisiana","Sabine",45486,1941,21373,76,72.4,75.4,2021
22087,"Louisiana","St. Bernard",45806,3833,1527,75.4,74,74,2021
22089,"Louisiana","St. Charles",71579,2738,6064,77.6,75.8,78.4,2021
22091,"Louisiana","St. Helena",43376,790,11203,74.8,74.4,74.2,2021
22093,"Louisiana","St. James",57250,1024,6123,76.6,73.7,79.2,2021
22095,"Louisiana","St. John the Baptist",54944,2616,6175,74.6,73.3,75.1,2021
22097,"Louisiana","St. Landry",39599,6129,40168,72.7,70.1,74.3,2021
22099,"Louisiana","St. Martin",47247,3824,25856,76.3,73.5,77.2,2021
22101,"Louisiana","St. Mary",40918,3819,7126,75.4,72.9,76.2,2021
22103,"Louisiana","St. Tammany",71526,15452,54270,78.3,76,78.3,2021
22105,"Louisiana","Tangipahoa",47860,8859,49564,75.2,72.3,75.8,2021
22107,"Louisiana","Tensas",31436,301,5252,75.7,73.1,80.8,2021
22109,"Louisiana","Terrebonne",51719,10066,23075,75.4,71.6,75.8,2021
22111,"Louisiana","Union",44617,1432,18838,76,72,77.4,2021
22113,"Louisiana","Vermilion",50193,4958,31680,77.1,72.7,77.6,2021
22115,"Louisiana","Vernon",51652,2970,26113,75.1,73.6,74.6,2021
22117,"Louisiana","Washington",35505,3208,31449,72.1,71.1,72,2021
22119,"Louisiana","Webster",38386,2557,21857,74.1,72.6,74.7,2021
22121,"Louisiana","West Baton Rouge",65344,1326,7246,78.7,75.3,80.4,2021
22123,"Louisiana","West Carroll",42614,789,11604,75.1,73,75.1,2021
22125,"Louisiana","West Feliciana",65296,481,15625,77.7,77,78,2021
22127,"Louisiana","Winn",43166,753,9937,74.9,76.4,73.6,2021
23001,"Maine","Androscoggin",58958,7373,46707,77.1,78.1,77.2,2021
23005,"Maine","Cumberland",75254,17311,101680,80.2,80.6,80.2,2021
23019,"Maine","Penobscot",50702,12030,88737,77.7,81.1,77.7,2021
23031,"Maine","York",66803,12275,112056,79.2,74.6,79.1,2021
24001,"Maryland","Allegany",48170,2442,20463,76.7,74.9,76.3,2021
24003,"Maryland","Anne Arundel",100916,20179,28518,79.3,78,79.1,2021
24005,"Maryland","Baltimore",76972,36295,52599,78.1,76.5,78,2021
24009,"Maryland","Calvert",111056,2495,34350,79.5,78.3,79.3,2021
24011,"Maryland","Caroline",60143,1946,25130,76.8,75.1,77,2021
24013,"Maryland","Carroll",101810,5060,66028,78.6,77.4,78.4,2021
24015,"Maryland","Cecil",75307,3922,42569,75.7,72.7,75.5,2021
24017,"Maryland","Charles",102510,5566,43238,78.6,77.8,78,2021
24019,"Maryland","Dorchester",48709,1587,18338,75.6,70.5,77.1,2021
24021,"Maryland","Frederick",102951,10397,58831,80.6,78.4,80.2,2021
24025,"Maryland","Harford",91492,8585,43474,79,77.3,78.9,2021
24027,"Maryland","Howard",121329,9854,26560,83.2,80.7,82.8,2021
24029,"Maryland","Kent",65615,907,14660,79,75.2,79.2,2021
24031,"Maryland","Montgomery",110012,61782,23165,84.6,82.1,83.8,2021
24033,"Maryland","Prince George's",85357,76941,16981,79.6,78.6,79.2,2021
24035,"Maryland","Queen Anne's",101350,1822,26044,79.8,73.8,80,2021
24037,"Maryland","St. Mary's",89123,4356,53015,78.7,75.8,78.6,2021
24039,"Maryland","Somerset",38731,1072,12121,75.5,75,74.3,2021
24041,"Maryland","Talbot",75714,1660,20650,80.4,75.8,80.8,2021
24043,"Maryland","Washington",59785,6341,43477,76.8,75.3,76.7,2021
24045,"Maryland","Wicomico",54351,5755,25479,76.7,74.6,76.9,2021
24047,"Maryland","Worcester",65821,2287,18280,79.7,75.5,80.1,2021
24510,"Maryland","Baltimore City",49780,33750,0,72.8,70.6,75.7,2021
25001,"Massachusetts","Barnstable",82686,5067,16155,79.7,80.6,79.8,2021
25003,"Massachusetts","Berkshire",58805,2909,41457,78.2,69.8,78.3,2021
25005,"Massachusetts","Bristol",69857,15564,53920,78.7,83.6,78.9,2021
25009,"Massachusetts","Essex",83253,22548,31540,80.2,80,79.8,2021
25013,"Massachusetts","Hampden",59918,13151,39725,78.2,75.4,78.5,2021
25015,"Massachusetts","Hampshire",74142,2907,43383,80.6,78.9,80.6,2021
25017,"Massachusetts","Middlesex",106543,33361,45509,82.4,82.7,81.9,2021
25021,"Massachusetts","Norfolk",106851,12614,8321,81.9,81.7,81.3,2021
25023,"Massachusetts","Plymouth",90584,10348,51015,79.8,85,79.5,2021
25025,"Massachusetts","Suffolk",75843,27518,535,81.6,79.7,80.7,2021
25027,"Massachusetts","Worcester",77795,19045,146856,79.3,81.5,79.3,2021
26005,"Michigan","Allegan",66568,4473,71822,79,78.5,79.1,2021
26017,"Michigan","Bay",50130,4780,32667,77.2,71.5,77.2,2021
26021,"Michigan","Berrien",50659,8871,51524,77.8,72.6,78.6,2021
26025,"Michigan","Calhoun",50205,5633,42174,76.1,73.6,76.1,2021
26027,"Michigan","Cass",55029,2610,37223,78,76.8,78.2,2021
26037,"Michigan","Clinton",72666,2913,39897,81.6,80.5,81.5,2021
26045,"Michigan","Eaton",65891,3874,40918,79.2,79.1,79.2,2021
26049,"Michigan","Genesee",50554,17525,71342,75.5,71.8,76.5,2021
26057,"Michigan","Gratiot",51046,1437,25552,77.6,84.7,77.3,2021
26065,"Michigan","Ingham",54704,13423,37096,78.3,73.5,78.7,2021
26075,"Michigan","Jackson",56001,7031,67021,76.9,72.9,77.2,2021
26077,"Michigan","Kalamazoo",56739,11732,43926,79.1,74,79.6,2021
26081,"Michigan","Kent",66560,32643,94463,80,74.7,80.4,2021
26099,"Michigan","Macomb",65051,40712,23592,78,73.5,78.3,2021
26115,"Michigan","Monroe",64341,5032,57093,77.8,74.7,77.9,2021
26121,"Michigan","Muskegon",50730,7354,40145,77,72.5,78.1,2021
26125,"Michigan","Oakland",81257,50909,57553,80.4,77.2,80.6,2021
26139,"Michigan","Ottawa",69827,12500,53593,81.8,76.6,81.9,2021
26145,"Michigan","Saginaw",48471,7639,62289,77.2,72.5,78.5,2021
26147,"Michigan","St. Clair",60208,6671,63008,77,72.7,77,2021
26149,"Michigan","St. Joseph",54024,3369,33361,76.8,71.3,76.7,2021
26159,"Michigan","Van Buren",58733,4632,54036,77.8,72.4,77.8,2021
26161,"Michigan","Washtenaw",76728,14868,56706,81.4,76.6,81.5,2021
26163,"Michigan","Wayne",50753,89637,12664,75.5,72.2,77.5,2021
27003,"Minnesota","Anoka",83363,11089,44666,81.5,79.4,81.5,2021
27019,"Minnesota","Carver",101891,2106,17141,83.3,92.2,83.2,2021
27027,"Minnesota","Clay",64874,1958,16472,80.2,82,80.5,2021
27037,"Minnesota","Dakota",89075,11879,19652,82.3,80.3,82.3,2021
27053,"Minnesota","Hennepin",82323,51121,25641,81.3,77.3,81.9,2021
27067,"Minnesota","Kandiyohi",64129,2135,18807,81.3,99.6,81.6,2021
27109,"Minnesota","Olmsted",80631,4240,23935,82.7,85.5,82.6,2021
27123,"Minnesota","Ramsey",68652,23762,952,79.9,75.5,80.7,2021
27137,"Minnesota","St. Louis",60228,6956,74313,79,73.1,79.3,2021
27139,"Minnesota","Scott",108718,4042,22399,82.9,96.6,82.8,2021
27141,"Minnesota","Sherburne",95323,2473,39110,80.6,80.3,80.6,2021
27163,"Minnesota","Washington",100857,5867,34454,82.3,81.9,82.1,2021
27171,"Minnesota","Wright",91374,3742,40537,81.3,82.1,81.2,2021
28001,"Mississippi","Adams",34583,3519,12023,73.6,71.2,74.6,2021
28003,"Mississippi","Alcorn",43496,4261,24588,73.6,71.6,73.8,2021
28005,"Mississippi","Amite",41575,1395,13131,77,75.2,77.8,2021
28007,"Mississippi","Attala",36905,1934,12581,74.1,71.7,76,2021
28009,"Mississippi","Benton",37875,948,8729,73.5,72.5,73.5,2021
28011,"Mississippi","Bolivar",30309,3684,18423,71.5,69.4,74.7,2021
28013,"Mississippi","Calhoun",38648,1940,14962,75.4,72.5,76.4,2021
28015,"Mississippi","Carroll",44885,1032,10597,77.6,79.3,77,2021
28017,"Mississippi","Chickasaw",37533,2116,14835,74.4,72.9,74.6,2021
28019,"Mississippi","Choctaw",41146,789,8547,73.9,68.8,75.8,2021
28023,"Mississippi","Clarke",42826,1727,16732,74,70.3,76,2021
28025,"Mississippi","Clay",33653,2107,11461,76.6,75.2,77.6,2021
28027,"Mississippi","Coahoma",30242,2428,8368,70.3,68.9,73.4,2021
28029,"Mississippi","Copiah",42299,3248,19312,75.7,74.7,76.3,2021
28031,"Mississippi","Covington",42076,2234,19568,72.5,71.6,72.8,2021
28033,"Mississippi","DeSoto",67450,17174,32942,77,76.9,76.4,2021
28035,"Mississippi","Forrest",40224,8919,22207,73.5,70.5,74.9,2021
28037,"Mississippi","Franklin",41420,789,8118,74.5,73.3,75.1,2021
28039,"Mississippi","George",51858,2726,19942,72.6,74.3,72.4,2021
28041,"Mississippi","Greene",48641,1198,14400,75.9,74.8,75.9,2021
28043,"Mississippi","Grenada",40561,2170,11425,70.1,67.3,72,2021
28045,"Mississippi","Hancock",50401,5419,18696,77.6,76.8,77.2,2021
28047,"Mississippi","Harrison",49619,24879,42744,74.9,73.3,74.9,2021
28049,"Mississippi","Hinds",44773,23433,37471,75.2,74.4,77.2,2021
28051,"Mississippi","Holmes",26348,1873,16673,70.6,69.2,77.2,2021
28053,"Mississippi","Humphreys",28464,950,4673,72.8,71.7,74.6,2021
28057,"Mississippi","Itawamba",49214,2685,20184,74.9,75.2,74.6,2021
28059,"Mississippi","Jackson",53414,15929,38074,75.7,74.2,75.5,2021
28061,"Mississippi","Jasper",40923,1693,17062,75,76.2,74.6,2021
28065,"Mississippi","Jefferson Davis",32077,1587,12487,72.3,69.8,76.4,2021
28067,"Mississippi","Jones",41733,7929,41630,74.6,73.9,74.7,2021
28069,"Mississippi","Kemper",33472,1178,10456,77.5,77,77.1,2021
28071,"Mississippi","Lafayette",54034,5507,21583,78.1,74.9,79.2,2021
28073,"Mississippi","Lamar",62606,6064,28027,79.9,78.8,79.9,2021
28075,"Mississippi","Lauderdale",41604,6974,38730,74.9,73.3,75.9,2021
28077,"Mississippi","Lawrence",43668,1317,12929,72.7,73.7,72.6,2021
28079,"Mississippi","Leake",41007,3022,19327,76.1,76.5,77,2021
28081,"Mississippi","Lee",50803,9094,37612,74.9,72.6,75.6,2021
28083,"Mississippi","Leflore",29687,2956,5714,70.7,70.1,72.5,2021
28085,"Mississippi","Lincoln",45062,3859,24234,73.9,71.5,74.7,2021
28087,"Mississippi","Lowndes",49251,6303,25465,74.6,72.9,75.5,2021
28089,"Mississippi","Madison",70824,7720,26639,76.5,74,77.6,2021
28091,"Mississippi","Marion",38402,3027,19794,74.1,73.5,74.2,2021
28093,"Mississippi","Marshall",43107,3545,30984,73.4,73.4,72.9,2021
28095,"Mississippi","Monroe",42464,4040,25757,74.9,74.6,75,2021
28097,"Mississippi","Montgomery",38475,993,6537,72.5,71.6,72.2,2021
28099,"Mississippi","Neshoba",41795,3822,21917,70.9,72.8,73.4,2021
28101,"Mississippi","Newton",42962,2538,18910,74.3,72.9,75.5,2021
