"FIPS","State","County","Median.Household.Income","X..Uninsured","X..Rural","Life.Expectancy","Life.Expectancy..Black.","Life.Expectancy..White.","Year"
44005,"Rhode Island","Newport",80862,1930,10023,81.6,77.1,81.7,2021
44007,"Rhode Island","Providence",62165,26684,34522,79.4,82.8,78.5,2021
44009,"Rhode Island","Washington",86450,2724,39139,81,81.9,81,2021
45001,"South Carolina","Abbeville",46499,2343,19972,76.2,73.8,77.2,2021
45003,"South Carolina","Aiken",56824,15283,59235,76.5,74,76.7,2021
45005,"South Carolina","Allendale",32147,575,7112,72.4,72.1,73.6,2021
45007,"South Carolina","Anderson",54496,18094,70969,76.3,74.8,76.3,2021
45009,"South Carolina","Bamberg",35364,1244,8714,73.5,71.1,77.2,2021
45011,"South Carolina","Barnwell",36675,1816,18672,73.6,72,74,2021
45013,"South Carolina","Beaufort",73890,16125,31873,82.9,76.6,83.7,2021
45015,"South Carolina","Berkeley",68690,20065,51492,78.8,77.2,78.7,2021
45017,"South Carolina","Calhoun",47090,1364,15175,76,74.4,75.9,2021
45019,"South Carolina","Charleston",70980,32652,38106,79,73.9,80.9,2021
45021,"South Carolina","Cherokee",46905,5470,33786,73.8,71.8,73.9,2021
45023,"South Carolina","Chester",45400,2732,23789,72.9,71.4,73.7,2021
45025,"South Carolina","Chesterfield",42441,4765,34474,74.5,73.5,74.7,2021
45027,"South Carolina","Clarendon",39900,3245,29973,75.7,74,76.8,2021
45029,"South Carolina","Colleton",40808,3738,29390,71.9,70.7,72.6,2021
45031,"South Carolina","Darlington",44007,6025,39673,73.3,73.3,73,2021
45033,"South Carolina","Dillon",35483,3372,22285,72.9,72,73.1,2021
45035,"South Carolina","Dorchester",68051,12894,26605,78.3,77.1,78.3,2021
45037,"South Carolina","Edgefield",52591,2378,19783,80.6,77.3,82,2021
45039,"South Carolina","Fairfield",42496,1933,18761,74,73,74.4,2021
45041,"South Carolina","Florence",49770,12506,52726,73.9,72.2,74.9,2021
45043,"South Carolina","Georgetown",53747,5542,24976,75.8,73.8,76.3,2021
45045,"South Carolina","Greenville",64399,52874,56880,78.4,75.5,78.6,2021
45047,"South Carolina","Greenwood",43958,6882,27692,75.9,73.2,76.8,2021
45049,"South Carolina","Hampton",37560,1566,16550,73.2,72.6,73.2,2021
45051,"South Carolina","Horry",53648,41075,81799,77.2,74.7,77.2,2021
45053,"South Carolina","Jasper",50790,4107,16519,77.4,76.7,77.1,2021
45055,"South Carolina","Kershaw",56318,5631,35587,76.9,76.1,76.7,2021
45057,"South Carolina","Lancaster",63842,8051,38291,77.8,74.4,78.1,2021
45059,"South Carolina","Laurens",47038,6851,42713,73.8,72.3,74,2021
45061,"South Carolina","Lee",37710,1323,13829,71.5,71.3,71.7,2021
45063,"South Carolina","Lexington",62059,25844,66322,78,77,77.9,2021
45065,"South Carolina","McCormick",48645,601,10233,72.5,72.3,69.2,2021
45067,"South Carolina","Marion",35138,3066,20086,72.1,70.9,73.5,2021
45069,"South Carolina","Marlboro",34532,2263,15927,72.4,72.6,71.3,2021
45071,"South Carolina","Newberry",50773,3843,25449,77.2,74.2,77.8,2021
45073,"South Carolina","Oconee",52240,8413,48219,76.3,75.7,75.7,2021
45075,"South Carolina","Orangeburg",38736,7725,58995,73.9,73.5,74,2021
45077,"South Carolina","Pickens",52949,11973,42673,77.1,75.9,76.8,2021
45079,"South Carolina","Richland",52905,32707,34876,77.7,75.6,79.4,2021
45081,"South Carolina","Saluda",49493,2792,16005,79.1,75.6,79.5,2021
45083,"South Carolina","Spartanburg",55588,28778,77992,75.9,74.3,75.7,2021
45085,"South Carolina","Sumter",49611,9840,34349,75.3,74.3,75.7,2021
45087,"South Carolina","Union",42851,2316,18928,73.9,73.3,73.7,2021
45089,"South Carolina","Williamsburg",34409,2570,28205,72.1,70.9,73.2,2021
45091,"South Carolina","York",68468,20667,51895,78.2,75.8,78.2,2021
46099,"South Dakota","Minnehaha",63162,13864,23109,78.6,75.4,79,2021
46103,"South Dakota","Pennington",58919,10348,20999,79.2,83.3,80.5,2021
47001,"Tennessee","Anderson",50973,6327,26041,74.9,74,74.6,2021
47003,"Tennessee","Bedford",50539,5340,25053,74.9,73.5,74.6,2021
47009,"Tennessee","Blount",59368,10619,40140,77,76.8,76.8,2021
47011,"Tennessee","Bradley",52534,10488,32630,76.6,75.7,76.4,2021
47017,"Tennessee","Carroll",43258,2166,23690,74.1,73.8,74.1,2021
47023,"Tennessee","Chester",50769,1478,11177,76.6,78.2,76.2,2021
47031,"Tennessee","Coffee",54931,4644,24967,74.6,74.7,74.3,2021
47033,"Tennessee","Crockett",45642,1454,9828,73.8,72.7,73.1,2021
47037,"Tennessee","Davidson",63846,73401,21382,77,74,77.7,2021
47043,"Tennessee","Dickson",59126,5072,33650,74.8,69.9,74.9,2021
47045,"Tennessee","Dyer",48770,2937,16432,73.1,70.1,73.3,2021
47047,"Tennessee","Fayette",67345,2772,30363,78.1,73,79.9,2021
47051,"Tennessee","Franklin",54319,3225,28579,76.1,73.2,75.9,2021
47053,"Tennessee","Gibson",46384,3864,23706,74.1,71.1,74.7,2021
47055,"Tennessee","Giles",50847,2454,21744,74.7,74.3,74.6,2021
47059,"Tennessee","Greene",44975,5997,44874,74.2,74.8,73.9,2021
47063,"Tennessee","Hamblen",46842,6764,13680,75.1,71.8,74.8,2021
47065,"Tennessee","Hamilton",57802,31498,33721,77.3,73.6,77.8,2021
47069,"Tennessee","Hardeman",40989,1803,21859,74.9,74.5,75.4,2021
47075,"Tennessee","Haywood",38950,1420,8908,73.5,72.3,74.5,2021
47077,"Tennessee","Henderson",46826,2453,21209,75.1,72.3,75.3,2021
47079,"Tennessee","Henry",43159,2518,21612,74.3,73,74.1,2021
47093,"Tennessee","Knox",60316,35532,47205,76.3,71.6,76.5,2021
47095,"Tennessee","Lake",34059,412,7832,72.4,73.6,71.4,2021
47097,"Tennessee","Lauderdale",43545,2223,16317,73.4,73.1,73,2021
47103,"Tennessee","Lincoln",54558,2966,24183,74.8,72.5,74.5,2021
47107,"Tennessee","McMinn",49836,4826,31538,74.4,73,74.2,2021
47109,"Tennessee","McNairy",45469,2332,22235,73.3,74.1,73.4,2021
47113,"Tennessee","Madison",50401,7824,25386,75.7,73.2,76.9,2021
47117,"Tennessee","Marshall",58151,2743,20153,75.5,73.3,75.4,2021
47119,"Tennessee","Maury",66434,7014,33672,76,73.3,76.1,2021
47125,"Tennessee","Montgomery",57606,14167,34022,75.6,73.8,75.5,2021
47131,"Tennessee","Obion",44061,2443,19588,75.5,71.3,75.8,2021
47141,"Tennessee","Putnam",49083,6938,25295,76.7,76.9,76.5,2021
47147,"Tennessee","Robertson",65790,6388,35289,75.9,70.8,76,2021
47149,"Tennessee","Rutherford",69614,25442,44699,77.6,76.2,77.5,2021
47157,"Tennessee","Shelby",52659,95082,25601,75.5,73.2,78,2021
47163,"Tennessee","Sullivan",51303,13179,40086,75.7,72,75.6,2021
47165,"Tennessee","Sumner",69391,13842,44792,78,76.3,77.9,2021
47167,"Tennessee","Tipton",61436,5047,33671,75.4,73.1,75.6,2021
47179,"Tennessee","Washington",51879,9898,32493,75.5,74.5,75.4,2021
47183,"Tennessee","Weakley",42506,2943,23466,75.9,72.9,76,2021
47187,"Tennessee","Williamson",119637,10181,35512,81.7,79.1,81.5,2021
47189,"Tennessee","Wilson",80080,9671,43850,78.3,75.4,78.4,2021
48001,"Texas","Anderson",48461,6023,39204,73.3,71,73.7,2021
48005,"Texas","Angelina",51750,12575,37383,76.3,71.5,76.3,2021
48015,"Texas","Austin",68311,3953,18853,78.8,77,78,2021
48021,"Texas","Bastrop",62627,12757,47360,78.3,77,77,2021
48025,"Texas","Bee",44171,3219,13693,75.9,75.1,76.4,2021
48027,"Texas","Bell",54831,40560,47113,78.2,75.4,77.9,2021
48029,"Texas","Bexar",58956,264129,77835,78.9,75.6,78.5,2021
48037,"Texas","Bowie",51207,9457,32791,75.3,73.5,75.6,2021
48039,"Texas","Brazoria",83704,42099,70552,79.4,78.1,77.9,2021
48041,"Texas","Brazos",54471,27612,23506,81,74.7,81.4,2021
48051,"Texas","Burleson",61745,2460,13175,77.4,74.3,77.7,2021
48055,"Texas","Caldwell",55301,6554,16099,77.3,74.6,76.6,2021
48061,"Texas","Cameron",40893,91749,34207,81,79.7,79,2021
48063,"Texas","Camp",47091,1799,7624,76.3,73.1,76.3,2021
48067,"Texas","Cass",44529,3280,22547,75.5,72.6,75.8,2021
48071,"Texas","Chambers",93351,4485,16046,78.2,75.8,77.3,2021
48073,"Texas","Cherokee",46576,7487,32057,75.9,74.1,75,2021
48085,"Texas","Collin",96847,91532,41016,82.7,80.4,81.8,2021
48089,"Texas","Colorado",55607,2865,13070,77.5,68.8,79.1,2021
48091,"Texas","Comal",87976,15299,50055,79.7,78.5,78.9,2021
48099,"Texas","Coryell",53083,7162,14643,77.3,80.4,75.9,2021
48113,"Texas","Dallas",61807,461559,16300,79.1,74.9,78.8,2021
48121,"Texas","Denton",90910,83386,45759,82,80.5,81.1,2021
48123,"Texas","DeWitt",52544,2196,9973,76.1,67.2,77.1,2021
48135,"Texas","Ector",65564,24498,12966,74.9,73.5,71.2,2021
48139,"Texas","Ellis",78341,23041,47838,78.6,76.2,77.8,2021
48141,"Texas","El Paso",48629,149061,17409,80.1,78.5,76.7,2021
48145,"Texas","Falls",41484,2116,12034,77.7,76.6,76.4,2021
48147,"Texas","Fannin",56123,4386,23920,75.4,72.6,75,2021
48157,"Texas","Fort Bend",101361,75326,32405,83,80.5,81.5,2021
48161,"Texas","Freestone",52511,2424,13173,76.4,77.4,75.7,2021
48167,"Texas","Galveston",73214,41375,17915,78,73.1,77.7,2021
48181,"Texas","Grayson",57439,18310,52159,76.1,72.8,75.6,2021
48183,"Texas","Gregg",53137,18003,16266,75.5,71.6,75.7,2021
48185,"Texas","Grimes",51651,3749,18331,76.7,73.4,76.7,2021
48187,"Texas","Guadalupe",78801,17326,34412,80,80.2,79.3,2021
48189,"Texas","Hale",49187,4871,8379,76.7,70,76.2,2021
48199,"Texas","Hardin",62616,6149,28163,75.9,67,76.2,2021
48201,"Texas","Harris",61638,789149,49653,79.9,74.8,79.2,2021
48203,"Texas","Harrison",55171,8302,36789,76.5,72.1,76.7,2021
48209,"Texas","Hays",72890,28256,49822,80.7,76.8,80.4,2021
48213,"Texas","Henderson",49896,12011,47206,74.9,71,74.2,2021
48215,"Texas","Hidalgo",41656,205562,39813,81.9,88.3,81.3,2021
48217,"Texas","Hill",53210,5426,26761,76.4,72.7,75.5,2021
48223,"Texas","Hopkins",50332,5645,20965,76,75.7,75.8,2021
48225,"Texas","Houston",43601,2776,17440,76.6,74.6,75.8,2021
48227,"Texas","Howard",61112,4026,7025,74.4,74.7,73.1,2021
48231,"Texas","Hunt",57513,13225,48776,76.4,70.1,76.2,2021
48241,"Texas","Jasper",47252,3905,27920,74.9,72,75,2021
48245,"Texas","Jefferson",55173,35700,21196,76.2,72.9,76,2021
48251,"Texas","Johnson",66538,22624,57165,77.1,77.4,76.3,2021
48253,"Texas","Jones",51094,1885,17202,78.2,90.2,77.1,2021
48257,"Texas","Kaufman",75009,16638,50453,76.6,74.2,75.9,2021
48277,"Texas","Lamar",47061,6921,23444,74.8,72,74.8,2021
48287,"Texas","Lee",59250,2385,11582,77.8,72.5,78.3,2021
48291,"Texas","Liberty",53274,12593,47827,74.1,74.2,72.7,2021
48293,"Texas","Limestone",43644,3208,12538,75.5,73.6,73.9,2021
48303,"Texas","Lubbock",54733,34738,31607,76.4,70.1,77,2021
48309,"Texas","McLennan",51078,32666,54855,77.8,73,78.1,2021
48313,"Texas","Madison",46274,1649,9210,75.9,77.5,74.4,2021
48315,"Texas","Marion",37876,1195,10546,74.5,74.2,74.1,2021
48321,"Texas","Matagorda",49276,5234,13366,75.9,72.1,74,2021
48329,"Texas","Midland",85811,19605,16824,78.7,72,78.2,2021
48331,"Texas","Milam",48989,3133,13909,76.7,70.1,76.8,2021
48339,"Texas","Montgomery",88833,74236,103571,79.7,77.4,78.9,2021
48343,"Texas","Morris",43304,1425,10143,74.3,73.6,73.7,2021
48347,"Texas","Nacogdoches",46207,9057,29978,77,74,76.4,2021
48349,"Texas","Navarro",48649,7443,25136,75.6,74.6,74.3,2021
48351,"Texas","Newton",45890,1688,14445,76.9,77.3,76.6,2021
48355,"Texas","Nueces",56079,53216,21935,78.4,73.8,77.2,2021
48361,"Texas","Orange",62976,9501,28783,74.3,71.4,73.9,2021
48365,"Texas","Panola",56882,2955,17304,75.7,72.6,75.8,2021
48367,"Texas","Parker",82501,16762,65578,78.6,83.8,78.2,2021
48373,"Texas","Polk",50416,6786,35258,73.7,73.2,72.9,2021
48375,"Texas","Potter",41138,20260,10892,73.8,70.5,72.1,2021
48381,"Texas","Randall",70694,12701,17355,79.2,76.8,78.7,2021
48387,"Texas","Red River",41325,1491,9739,74.2,70.6,73.9,2021
48395,"Texas","Robertson",47016,2371,12276,76.5,72.7,76.3,2021
48397,"Texas","Rockwall",105763,9519,12562,80.5,76.5,80.1,2021
48401,"Texas","Rusk",56036,7058,35130,77,74.2,77,2021
48405,"Texas","San Augustine",40094,1003,8865,75.7,72.9,76,2021
48407,"Texas","San Jacinto",42633,4237,26384,77.2,75,76.7,2021
48419,"Texas","Shelby",39708,4327,20214,74.9,74.3,73.7,2021
48423,"Texas","Smith",59538,34195,66286,78.1,74.6,77.8,2021
48439,"Texas","Tarrant",70130,293100,23304,79.3,76.6,78.6,2021
48441,"Texas","Taylor",54465,17085,21085,75.6,70.9,75.6,2021
48449,"Texas","Titus",49924,5304,16347,76.9,70.5,75.2,2021
48451,"Texas","Tom Green",54774,13316,17240,77.8,74.1,76.8,2021
48453,"Texas","Travis",80690,143223,55961,81.9,77.6,81.5,2021
48457,"Texas","Tyler",48254,2261,17006,75.7,72,75.5,2021
48459,"Texas","Upshur",53078,5698,31172,75.3,73,74.9,2021
48467,"Texas","Van Zandt",55554,7897,39444,76.6,80.8,76,2021
48469,"Texas","Victoria",57344,11467,23110,78.2,75.9,77.9,2021
48471,"Texas","Walker",47519,8209,30933,78.8,78.2,78.4,2021
48473,"Texas","Waller",61822,8174,26632,79.7,76.4,79.1,2021
48477,"Texas","Washington",59039,3987,18036,80.2,73.8,81.2,2021
48481,"Texas","Wharton",49901,6464,20597,77.3,72.2,77.8,2021
48485,"Texas","Wichita",51535,15060,14027,75.4,73.2,75.1,2021
48491,"Texas","Williamson",92661,49757,50679,82.1,79.7,81.3,2021
48499,"Texas","Wood",56945,5269,31137,76.6,75.2,76.2,2021
49011,"Utah","Davis",87610,17065,2818,80.7,76.9,80.6,2021
49035,"Utah","Salt Lake",79941,96276,9301,79.8,75.6,79.4,2021
49049,"Utah","Utah",79505,36806,17186,80.6,77.9,80.3,2021
49057,"Utah","Weber",71835,17639,13414,78.5,73.4,78.3,2021
50007,"Vermont","Chittenden",76483,5348,40680,81.8,76.5,81.8,2021
51001,"Virginia","Accomack",47335,3595,33164,76.8,74,77.8,2021
51003,"Virginia","Albemarle",86332,6922,44559,82.7,77.2,83,2021
51007,"Virginia","Amelia",60096,1209,12690,76.1,79.3,75.1,2021
51009,"Virginia","Amherst",56218,2579,20597,78,77,78,2021
51011,"Virginia","Appomattox",54609,1273,14973,77.4,73.5,78.3,2021
51013,"Virginia","Arlington",118986,12590,0,85.9,80.6,85.8,2021
51015,"Virginia","Augusta",63621,5208,48998,80.8,85.4,80.5,2021
51019,"Virginia","Bedford",66591,5588,53864,79,78,78.9,2021
51025,"Virginia","Brunswick",43835,1210,13164,74.9,73.9,75.4,2021
51029,"Virginia","Buckingham",47202,1412,17146,78.8,75.7,80.3,2021
51031,"Virginia","Campbell",48984,4540,33516,79.1,78.7,78.9,2021
51033,"Virginia","Caroline",64647,2461,22380,77.5,77.2,77.3,2021
51036,"Virginia","Charles City",56465,707,7256,75.3,76.9,74.1,2021
51037,"Virginia","Charlotte",43001,1177,12586,74.8,72.9,75.4,2021
51041,"Virginia","Chesterfield",81641,24775,18749,79.2,77.5,79.1,2021
51047,"Virginia","Culpeper",79739,4485,28911,77.9,75,77.9,2021
51049,"Virginia","Cumberland",52005,830,9650,79.3,77.3,80.4,2021
51053,"Virginia","Dinwiddie",58474,2273,19939,77.4,78.8,76.4,2021
51057,"Virginia","Essex",53538,886,8617,75.9,74.8,75.5,2021
51059,"Virginia","Fairfax",127898,75885,15079,85.6,84.1,84.7,2021
51061,"Virginia","Fauquier",103827,5055,37489,80.1,76.4,79.9,2021
51065,"Virginia","Fluvanna",75089,1853,16163,80.1,75.3,81.2,2021
51067,"Virginia","Franklin",61878,4312,50111,78.4,75.5,78.4,2021
51069,"Virginia","Frederick",83672,6429,35059,80.1,79.4,79.9,2021
51073,"Virginia","Gloucester",71715,2744,23820,77.1,75.7,77,2021
51075,"Virginia","Goochland",100444,1061,21064,81,76.3,82.2,2021
51081,"Virginia","Greensville",47315,599,10653,74.1,74.1,74.4,2021
51083,"Virginia","Halifax",42619,2517,27935,75.8,74.5,76.4,2021
51085,"Virginia","Hanover",90824,5432,39032,79.6,75.6,79.8,2021
51087,"Virginia","Henrico",68975,24590,13103,79.4,79,79.4,2021
51089,"Virginia","Henry",41908,4911,32881,76.1,77.6,75.5,2021
51093,"Virginia","Isle of Wight",78749,2256,20240,79.2,78.6,79.2,2021
51095,"Virginia","James City",92773,3777,10622,81.8,77.1,82.6,2021
51097,"Virginia","King and Queen",54185,678,6945,75,74.5,74.6,2021
51099,"Virginia","King George",85657,1434,17261,78.6,76.5,78.7,2021
51101,"Virginia","King William",73035,1178,13260,77.8,74.7,78.3,2021
51103,"Virginia","Lancaster",55072,754,11391,76.1,72.9,76.8,2021
51107,"Virginia","Loudoun",151806,21773,39354,84.7,82.9,83.8,2021
51109,"Virginia","Louisa",64135,3281,33153,78,76.3,78,2021
51111,"Virginia","Lunenburg",44860,1131,12914,75.6,72.3,77.7,2021
51117,"Virginia","Mecklenburg",43128,2258,25465,74.6,71.1,76.1,2021
51119,"Virginia","Middlesex",58834,678,10959,77.7,77.5,77.8,2021
51121,"Virginia","Montgomery",58740,7342,23528,80.2,77.1,79.9,2021
51125,"Virginia","Nelson",55804,1206,15020,78.3,76.6,78.1,2021
51127,"Virginia","New Kent",102619,1363,18429,78.5,78.5,78.4,2021
51131,"Virginia","Northampton",45235,1053,12389,76.4,72.6,77.6,2021
51133,"Virginia","Northumberland",60385,834,12330,80.1,75.1,81.2,2021
51135,"Virginia","Nottoway",45913,1301,8298,75,74.4,75.4,2021
51137,"Virginia","Orange",71691,2778,19345,77.7,76.3,77.8,2021
51143,"Virginia","Pittsylvania",51682,5165,54380,76.7,74.2,77.1,2021
51145,"Virginia","Powhatan",94293,1882,27955,80.1,80.4,79.8,2021
51147,"Virginia","Prince Edward",44586,1745,14771,76.6,73.2,78.8,2021
51149,"Virginia","Prince George",74518,2101,19078,81,82.8,79.2,2021
51153,"Virginia","Prince William",106208,42521,16748,82.4,80.4,81.6,2021
51155,"Virginia","Pulaski",54086,2166,16356,75.9,73.7,75.9,2021
51159,"Virginia","Richmond",49758,608,9254,75.8,70.4,78.1,2021
51161,"Virginia","Roanoke",71742,5310,17127,79.3,79.5,79,2021
51165,"Virginia","Rockingham",67242,6756,45279,80.7,78.4,80.5,2021
51175,"Virginia","Southampton",62327,1155,18192,78.1,77.1,78.6,2021
51177,"Virginia","Spotsylvania",90262,10094,39568,79.7,79.2,79.1,2021
51179,"Virginia","Stafford",109090,8348,25476,80.1,79.5,79.5,2021
51181,"Virginia","Surry",59069,446,7058,78,78.9,77.3,2021
51183,"Virginia","Sussex",45134,784,12087,74.9,77.9,72.9,2021
51187,"Virginia","Warren",69878,3382,18941,75.8,77.9,75.4,2021
51193,"Virginia","Westmoreland",54885,1457,13761,77,79.2,75.4,2021
51195,"Virginia","Wise",42372,3062,23491,73.1,73.8,72.7,2021
51199,"Virginia","York",91535,3580,3993,82.2,80.2,82.2,2021
51510,"Virginia","Alexandria City",102589,14327,0,84.1,79.7,84.9,2021
51540,"Virginia","Charlottesville City",58717,3794,0,79.8,74.5,81.2,2021
51550,"Virginia","Chesapeake City",77361,14337,16948,78.6,77.7,78.6,2021
51570,"Virginia","Colonial Heights City",57688,1250,0,75,68.1,75.2,2021
51590,"Virginia","Danville City",36073,3119,1944,72,71.5,72.4,2021
51620,"Virginia","Franklin City",45433,502,279,70.7,68.5,74,2021
51630,"Virginia","Fredericksburg City",62121,2372,283,77.8,75.2,78.3,2021
51650,"Virginia","Hampton City",55816,8896,342,76.6,76.1,76.4,2021
51660,"Virginia","Harrisonburg City",48189,5580,0,80,77,79.6,2021
51670,"Virginia","Hopewell City",38293,1987,0,71.1,72.5,69.7,2021
51680,"Virginia","Lynchburg City",50612,5776,2034,76.3,72.1,78,2021
51683,"Virginia","Manassas City",84405,5069,0,78.4,77.2,77,2021
51685,"Virginia","Manassas Park City",83145,2288,0,86.5,76,80.6,2021
51690,"Virginia","Martinsville City",37814,939,0,67.9,66.6,68.3,2021
51700,"Virginia","Newport News City",53022,14119,51,76.8,73.8,78.1,2021
51710,"Virginia","Norfolk City",52437,20371,0,75.4,72.5,76.9,2021
51730,"Virginia","Petersburg City",40240,2736,683,67.4,68.9,61.4,2021
51740,"Virginia","Portsmouth City",50411,7221,0,74.6,72.9,76.1,2021
51750,"Virginia","Radford City",41530,1055,481,76.9,75.5,77,2021
51760,"Virginia","Richmond City",50949,22752,0,77.4,73.1,82.6,2021
51770,"Virginia","Roanoke City",45534,9607,6,74,73.5,73.7,2021
51775,"Virginia","Salem City",54888,1296,0,75.5,73.3,75.6,2021
51790,"Virginia","Staunton City",54296,1654,877,75.4,76.5,75.1,2021
51800,"Virginia","Suffolk City",77847,5677,18298,78.1,76.7,78.7,2021
51810,"Virginia","Virginia Beach City",78491,31056,6721,80.5,77.9,80.5,2021
51820,"Virginia","Waynesboro City",44619,1962,531,76.2,77.5,75.7,2021
51830,"Virginia","Williamsburg City",56569,750,0,82.6,76.8,84.2,2021
51840,"Virginia","Winchester City",60254,2844,0,78,75.4,77.7,2021
53005,"Washington","Benton",72847,13948,18518,80.4,84.8,80.1,2021
53011,"Washington","Clark",80407,25594,58566,80.1,77.2,79.8,2021
53021,"Washington","Franklin",63575,8733,10422,81,76.6,80.2,2021
53029,"Washington","Island",72173,3687,36816,81.2,89.5,80.7,2021
53033,"Washington","King",102338,110135,61938,82.4,77.6,82.1,2021
53035,"Washington","Kitsap",79268,11206,42044,80.1,75.9,80,2021
53053,"Washington","Pierce",78779,46055,52411,79,76.1,79,2021
53061,"Washington","Snohomish",89119,44971,77179,80.5,83.3,79.7,2021
53063,"Washington","Spokane",59976,24845,64424,78.6,77.4,78.5,2021
53067,"Washington","Thurston",77890,13637,52947,80.2,78.7,80,2021
53073,"Washington","Whatcom",68656,13046,52042,81.3,79.9,81.4,2021
53077,"Washington","Yakima",55674,30215,57206,77.9,72.3,77.2,2021
54003,"West Virginia","Berkeley",63012,6736,32944,75.7,73.7,75.5,2021
54011,"West Virginia","Cabell",42125,5038,20765,71.3,67.4,71.4,2021
54019,"West Virginia","Fayette",41430,2380,26644,73.2,72.5,73,2021
54037,"West Virginia","Jefferson",75225,2602,25879,78,73.8,78.1,2021
54039,"West Virginia","Kanawha",48334,10296,48629,73.3,70.8,73.2,2021
54049,"West Virginia","Marion",51300,2864,23404,76.1,69.7,76.1,2021
54055,"West Virginia","Mercer",41794,3617,25361,72.7,70.5,72.6,2021
54061,"West Virginia","Monongalia",55652,5888,25839,79.6,79.6,79.3,2021
54069,"West Virginia","Ohio",50390,1661,10263,75.8,73.9,75.8,2021
54081,"West Virginia","Raleigh",45386,3655,30959,72.4,72.4,72.4,2021
55025,"Wisconsin","Dane",77828,19748,60179,81.8,73.7,82,2021
55027,"Wisconsin","Dodge",61730,3334,43174,78.6,70.4,78.4,2021
55059,"Wisconsin","Kenosha",66460,8550,17846,78.2,71.1,78.3,2021
55063,"Wisconsin","La Crosse",59758,3837,19291,79.9,67.1,80,2021
55079,"Wisconsin","Milwaukee",53505,58536,1820,76.9,71.7,78.6,2021
55087,"Wisconsin","Outagamie",66994,8152,43712,80,76.2,80.3,2021
55101,"Wisconsin","Racine",61691,9005,23992,78.3,71.5,79.2,2021
55105,"Wisconsin","Rock",61624,8190,32734,78.2,72.8,78.2,2021
55117,"Wisconsin","Sheboygan",62108,4551,32671,79.8,79.3,79.8,2021
55131,"Wisconsin","Washington",81928,4073,40601,80.9,75.1,81,2021
55133,"Wisconsin","Waukesha",91070,10339,38445,81.6,76.7,81.5,2021
55139,"Wisconsin","Winnebago",59643,6426,22429,79.8,77,79.9,2021
56021,"Wyoming","Laramie",69613,6857,18150,78.4,75,78.4,2021
