"FIPS","State","County","YPLL_Rate","YPLL_Black","YPLL_White","Percent_Poor_Health","Percent_Low_Birthweight"
37155,"North Carolina","Robeson",13450,15425,12766,31,12
37157,"North Carolina","Rockingham",10030,13062,9645,22,9
37159,"North Carolina","Rowan",9636,12104,9989,21,10
37161,"North Carolina","Rutherford",9033,12180,8871,22,9
37163,"North Carolina","Sampson",9038,9672,9717,27,9
37165,"North Carolina","Scotland",11691,14000,9952,28,14
37167,"North Carolina","Stanly",10175,11703,10233,20,10
37179,"North Carolina","Union",5403,8615,5285,16,7
37181,"North Carolina","Vance",13172,15607,12659,27,12
37183,"North Carolina","Wake",4667,7472,4086,14,8
37185,"North Carolina","Warren",9176,10047,6955,26,12
37191,"North Carolina","Wayne",9643,12552,8792,24,9
37193,"North Carolina","Wilkes",9317,16649,9371,23,10
37195,"North Carolina","Wilson",9941,12587,8721,25,11
38017,"North Dakota","Cass",5590,6568,5224,13,7
39003,"Ohio","Allen",8211,10889,7972,19,9
39007,"Ohio","Ashtabula",10033,13166,10175,23,8
39017,"Ohio","Butler",9226,10692,9536,17,8
39023,"Ohio","Clark",11727,17883,11466,21,9
39025,"Ohio","Clermont",8020,9122,8145,17,7
39035,"Ohio","Cuyahoga",8939,13007,7377,19,11
39041,"Ohio","Delaware",4186,6263,4277,12,6
39043,"Ohio","Erie",8799,11770,8720,18,8
39045,"Ohio","Fairfield",7039,5863,7278,16,8
39049,"Ohio","Franklin",8285,12047,7628,16,9
39057,"Ohio","Greene",6822,7759,6917,16,7
39061,"Ohio","Hamilton",9110,13146,7915,18,9
39081,"Ohio","Jefferson",10642,28639,9542,20,9
39085,"Ohio","Lake",7239,8761,7403,16,7
39089,"Ohio","Licking",7203,6340,7438,17,8
39093,"Ohio","Lorain",7932,13054,7519,18,8
39095,"Ohio","Lucas",9889,14340,9029,20,10
39099,"Ohio","Mahoning",9341,16949,7982,20,11
39101,"Ohio","Marion",10216,7681,10783,22,9
39109,"Ohio","Miami",7500,12427,7578,17,6
39113,"Ohio","Montgomery",11171,15069,10415,20,9
39119,"Ohio","Muskingum",9620,12966,9523,21,8
39133,"Ohio","Portage",7185,8637,7265,17,8
39139,"Ohio","Richland",9760,11809,9859,21,8
39141,"Ohio","Ross",9606,7032,9925,22,9
39143,"Ohio","Sandusky",8730,16158,8917,19,7
39151,"Ohio","Stark",8372,12475,8150,19,8
39153,"Ohio","Summit",8522,13454,7725,17,9
39155,"Ohio","Trumbull",10571,15875,10066,21,9
39165,"Ohio","Warren",5921,6661,6235,14,7
40017,"Oklahoma","Canadian",6733,7129,6852,17,7
40019,"Oklahoma","Carter",9817,8943,9835,22,9
40027,"Oklahoma","Cleveland",7056,7436,7317,17,7
40031,"Oklahoma","Comanche",8947,10650,8636,22,8
40037,"Oklahoma","Creek",10328,13815,9779,22,8
40089,"Oklahoma","McCurtain",12692,22007,11770,28,8
40101,"Oklahoma","Muskogee",11630,12346,11092,25,8
40109,"Oklahoma","Oklahoma",8819,12642,8405,21,9
40111,"Oklahoma","Okmulgee",12598,17870,11882,25,8
40143,"Oklahoma","Tulsa",8484,13993,7871,20,8
41005,"Oregon","Clackamas",5053,4972,5309,15,6
41039,"Oregon","Lane",6433,9543,6592,18,7
41047,"Oregon","Marion",5880,5360,6514,21,6
41051,"Oregon","Multnomah",5903,10893,5828,17,7
41067,"Oregon","Washington",4069,5474,4318,15,6
42003,"Pennsylvania","Allegheny",7750,13993,6872,16,8
42007,"Pennsylvania","Beaver",8676,15069,8156,17,7
42011,"Pennsylvania","Berks",6683,10049,6465,19,8
42013,"Pennsylvania","Blair",8038,11877,7994,18,7
42017,"Pennsylvania","Bucks",6261,7368,6566,13,8
42021,"Pennsylvania","Cambria",9711,19857,9371,19,9
42029,"Pennsylvania","Chester",5038,9167,5166,13,7
42041,"Pennsylvania","Cumberland",5925,6728,6172,15,7
42043,"Pennsylvania","Dauphin",7632,10935,6834,18,9
42045,"Pennsylvania","Delaware",7441,10085,7037,16,9
42049,"Pennsylvania","Erie",7921,13288,7553,18,9
42051,"Pennsylvania","Fayette",10187,12209,10181,21,9
42055,"Pennsylvania","Franklin",6721,9798,6729,18,7
42069,"Pennsylvania","Lackawanna",8546,14614,8537,18,9
42071,"Pennsylvania","Lancaster",5905,6449,5872,18,7
42073,"Pennsylvania","Lawrence",9791,15911,9476,18,9
42075,"Pennsylvania","Lebanon",6898,9667,6671,19,8
42077,"Pennsylvania","Lehigh",6360,7948,6676,19,8
42079,"Pennsylvania","Luzerne",9007,13121,9360,20,8
42081,"Pennsylvania","Lycoming",7282,14990,6823,18,8
42085,"Pennsylvania","Mercer",8813,15959,8322,18,8
42089,"Pennsylvania","Monroe",7295,7950,8178,19,9
42091,"Pennsylvania","Montgomery",5231,7786,5264,14,7
42095,"Pennsylvania","Northampton",6017,8907,6095,17,8
42097,"Pennsylvania","Northumberland",8733,10907,8485,20,7
42101,"Pennsylvania","Philadelphia",10027,12795,8961,24,11
42107,"Pennsylvania","Schuylkill",9758,7505,10249,20,8
42125,"Pennsylvania","Washington",8560,14559,8523,16,7
42129,"Pennsylvania","Westmoreland",8008,14084,7854,15,7
42133,"Pennsylvania","York",7027,10235,6885,17,8
44007,"Rhode Island","Providence",6400,8110,6879,19,8
45001,"South Carolina","Abbeville",9821,13371,8392,22,9
45003,"South Carolina","Aiken",9511,11798,9213,19,10
45007,"South Carolina","Anderson",8977,10235,8990,19,9
45009,"South Carolina","Bamberg",13649,16166,9568,25,12
45011,"South Carolina","Barnwell",12378,14063,11951,25,12
45013,"South Carolina","Beaufort",5899,10642,5225,14,8
45015,"South Carolina","Berkeley",7347,9518,7013,18,9
45017,"South Carolina","Calhoun",11072,12451,11494,21,11
45019,"South Carolina","Charleston",7270,12593,5471,14,9
45021,"South Carolina","Cherokee",11476,13282,11354,22,11
45023,"South Carolina","Chester",12513,15048,11300,23,12
45025,"South Carolina","Chesterfield",11254,12646,10969,25,11
45027,"South Carolina","Clarendon",11174,12840,9802,25,11
45029,"South Carolina","Colleton",13795,16003,12376,25,11
45031,"South Carolina","Darlington",12416,12457,12780,23,12
45033,"South Carolina","Dillon",13023,13827,12748,30,12
45035,"South Carolina","Dorchester",7213,8597,6972,17,8
45037,"South Carolina","Edgefield",6872,9559,5624,22,9
45039,"South Carolina","Fairfield",12492,12881,12914,25,12
45041,"South Carolina","Florence",11627,13895,10154,21,13
45043,"South Carolina","Georgetown",11261,12721,10933,20,11
45045,"South Carolina","Greenville",7365,10383,7136,16,8
45047,"South Carolina","Greenwood",9714,11887,9016,21,10
45049,"South Carolina","Hampton",12301,12661,12541,27,13
45051,"South Carolina","Horry",9249,11591,9316,18,9
45053,"South Carolina","Jasper",9861,10583,10210,24,10
45055,"South Carolina","Kershaw",8948,9221,9323,19,9
45057,"South Carolina","Lancaster",9346,12323,9027,18,10
45059,"South Carolina","Laurens",10964,12548,10860,23,11
45061,"South Carolina","Lee",13980,14368,13356,28,14
45063,"South Carolina","Lexington",7569,9143,7568,16,8
45067,"South Carolina","Marion",13959,15222,12371,26,13
45069,"South Carolina","Marlboro",13300,12578,15290,29,12
45071,"South Carolina","Newberry",8375,11368,7888,22,12
45073,"South Carolina","Oconee",9869,9534,10562,20,8
45075,"South Carolina","Orangeburg",12580,13152,12307,24,12
45077,"South Carolina","Pickens",8059,8501,8397,18,8
45079,"South Carolina","Richland",7864,9753,6188,16,11
45081,"South Carolina","Saluda",7562,10565,7485,22,10
45083,"South Carolina","Spartanburg",9341,11123,9495,19,9
45085,"South Carolina","Sumter",10103,11484,9369,22,11
45087,"South Carolina","Union",11252,11657,11566,23,13
45089,"South Carolina","Williamsburg",15223,16636,14190,27,13
45091,"South Carolina","York",7095,9212,7045,15,8
46099,"South Dakota","Minnehaha",6682,9209,6246,13,7
47001,"Tennessee","Anderson",10513,11912,10854,21,9
47003,"Tennessee","Bedford",9846,10942,10185,25,9
47009,"Tennessee","Blount",8763,8565,9084,20,8
47011,"Tennessee","Bradley",8450,10329,8587,22,9
47037,"Tennessee","Davidson",8539,11719,7721,19,9
47043,"Tennessee","Dickson",10257,14933,10042,22,8
47045,"Tennessee","Dyer",11637,16072,11137,24,11
47047,"Tennessee","Fayette",8600,13059,6877,21,10
47053,"Tennessee","Gibson",10452,15163,9556,24,9
47063,"Tennessee","Hamblen",10029,15771,10277,25,8
47065,"Tennessee","Hamilton",8534,12090,7987,20,10
47069,"Tennessee","Hardeman",9794,10539,8956,30,12
47075,"Tennessee","Haywood",12640,14906,10724,29,12
47093,"Tennessee","Knox",9209,14474,8974,19,8
47095,"Tennessee","Lake",11872,9473,13494,30,10
47097,"Tennessee","Lauderdale",10958,10908,11588,30,11
47107,"Tennessee","McMinn",11206,14893,11346,24,9
47113,"Tennessee","Madison",10019,12681,8625,24,10
47119,"Tennessee","Maury",8652,10812,8610,21,9
47125,"Tennessee","Montgomery",8999,11410,8912,21,8
47131,"Tennessee","Obion",9150,13206,8863,27,9
47147,"Tennessee","Robertson",8769,13619,8719,20,8
47149,"Tennessee","Rutherford",7311,8746,7335,19,9
47157,"Tennessee","Shelby",10577,13145,7827,23,12
47163,"Tennessee","Sullivan",9723,14336,9783,22,8
47165,"Tennessee","Sumner",7296,9243,7319,18,8
47167,"Tennessee","Tipton",9191,11845,8904,22,9
47179,"Tennessee","Washington",9691,12186,9730,20,8
47183,"Tennessee","Weakley",9101,14916,8906,24,7
47187,"Tennessee","Williamson",4273,6690,4395,12,6
47189,"Tennessee","Wilson",7276,10060,7136,17,9
48001,"Texas","Anderson",11034,12939,10790,24,7
48005,"Texas","Angelina",8689,13503,8442,25,9
48021,"Texas","Bastrop",7492,7730,8787,22,8
48027,"Texas","Bell",7426,9639,7743,20,9
48029,"Texas","Bexar",6970,9858,7119,22,9
48037,"Texas","Bowie",9573,12804,8848,21,10
48039,"Texas","Brazoria",6092,6938,7254,18,8
48041,"Texas","Brazos",4907,9715,4442,19,8
48051,"Texas","Burleson",7508,13643,7197,21,9
48067,"Texas","Cass",10331,15468,9694,22,8
48071,"Texas","Chambers",7206,11504,7783,19,8
48073,"Texas","Cherokee",9686,12413,10607,25,8
48085,"Texas","Collin",4089,5552,4455,14,8
48089,"Texas","Colorado",8982,16219,7184,22,9
48099,"Texas","Coryell",7110,6111,8308,21,9
48113,"Texas","Dallas",6802,10711,6812,23,9
48121,"Texas","Denton",4268,5346,4749,14,7
48123,"Texas","DeWitt",8665,17544,7910,24,8
48135,"Texas","Ector",9731,11969,14287,24,9
48139,"Texas","Ellis",6433,8314,7282,18,7
48141,"Texas","El Paso",6214,8949,8401,27,8
48145,"Texas","Falls",7536,9520,8867,27,10
48157,"Texas","Fort Bend",4242,6139,4567,15,9
48167,"Texas","Galveston",7481,12762,7507,19,9
48181,"Texas","Grayson",8948,12901,9444,19,8
48183,"Texas","Gregg",9445,14172,9168,23,8
48185,"Texas","Grimes",8989,11368,8971,25,10
48187,"Texas","Guadalupe",6143,6197,6269,19,8
48199,"Texas","Hardin",9471,24055,8763,19,9
48201,"Texas","Harris",6391,10743,6556,22,9
48203,"Texas","Harrison",9714,15039,9433,22,8
48209,"Texas","Hays",4886,8427,5030,18,7
48213,"Texas","Henderson",10723,16387,11382,22,8
48217,"Texas","Hill",9112,14780,10045,22,8
48225,"Texas","Houston",9750,10543,10961,27,9
48231,"Texas","Hunt",8805,16945,8849,22,8
48241,"Texas","Jasper",10795,14404,10495,23,9
48245,"Texas","Jefferson",9409,13034,9604,24,10
48251,"Texas","Johnson",7766,8390,8577,20,7
48257,"Texas","Kaufman",7757,10688,8431,20,8
48277,"Texas","Lamar",10617,13688,10482,22,9
48291,"Texas","Liberty",10282,9770,11985,25,9
48293,"Texas","Limestone",10407,12020,12551,25,10
48303,"Texas","Lubbock",8522,16137,7728,21,9
48309,"Texas","McLennan",7731,12753,7260,22,8
48321,"Texas","Matagorda",9337,12700,11963,26,8
48329,"Texas","Midland",7223,13193,7922,19,8
48331,"Texas","Milam",9454,16060,9475,24,7
48339,"Texas","Montgomery",6071,8459,6615,16,7
48347,"Texas","Nacogdoches",8458,11455,8956,23,8
48349,"Texas","Navarro",9577,9374,11189,24,9
48351,"Texas","Newton",9981,10856,10005,24,10
48355,"Texas","Nueces",7952,12901,8626,24,9
48361,"Texas","Orange",10299,14333,10525,20,10
48365,"Texas","Panola",9412,12995,9304,22,9
48373,"Texas","Polk",9712,8973,10745,24,7
48375,"Texas","Potter",10643,14190,12646,26,10
48381,"Texas","Randall",6780,9457,7217,16,8
48395,"Texas","Robertson",9945,13862,10361,22,10
48397,"Texas","Rockwall",4923,6579,5165,14,8
48401,"Texas","Rusk",8248,10869,8075,23,7
48407,"Texas","San Jacinto",9807,14989,9962,24,9
48419,"Texas","Shelby",10117,10429,11539,26,8
48423,"Texas","Smith",7667,10838,8004,21,8
48439,"Texas","Tarrant",6323,8848,6720,21,8
48441,"Texas","Taylor",9300,14299,9250,20,9
48449,"Texas","Titus",7609,15094,9792,26,7
48451,"Texas","Tom Green",7594,11270,8216,21,8
48453,"Texas","Travis",4665,7972,4735,16,8
48457,"Texas","Tyler",10738,13860,10896,22,8
48459,"Texas","Upshur",10394,12490,10883,20,8
48469,"Texas","Victoria",8039,10616,8485,23,8
48471,"Texas","Walker",6379,6393,7015,23,8
48473,"Texas","Waller",6295,10591,6493,23,8
48477,"Texas","Washington",7179,12934,6063,20,8
48481,"Texas","Wharton",8116,12295,7562,25,9
48485,"Texas","Wichita",9500,13004,9526,22,8
48491,"Texas","Williamson",4248,5470,4866,15,7
49011,"Utah","Davis",4984,6931,4988,12,7
49035,"Utah","Salt Lake",6190,9317,6348,16,8
49057,"Utah","Weber",6654,10974,6748,16,8
50007,"Vermont","Chittenden",4994,11633,4815,11,6
51001,"Virginia","Accomack",8645,10384,7880,24,10
51003,"Virginia","Albemarle",4567,7765,4408,14,7
51009,"Virginia","Amherst",7579,8254,7552,20,8
51011,"Virginia","Appomattox",8097,11412,7208,20,9
51013,"Virginia","Arlington",2821,5711,2491,11,7
51019,"Virginia","Bedford",6754,7611,6929,16,7
51025,"Virginia","Brunswick",11056,11849,10767,26,11
51029,"Virginia","Buckingham",7995,12740,5620,24,10
51031,"Virginia","Campbell",6761,7104,6945,19,8
51033,"Virginia","Caroline",7947,8458,8134,18,9
51037,"Virginia","Charlotte",10929,12719,10375,24,11
51041,"Virginia","Chesterfield",6436,7316,6569,15,8
51047,"Virginia","Culpeper",7539,10265,7531,18,7
51053,"Virginia","Dinwiddie",8137,6635,9215,21,10
51057,"Virginia","Essex",11283,12371,11830,22,14
51059,"Virginia","Fairfax",3430,4692,3583,12,7
51061,"Virginia","Fauquier",6233,11166,6248,14,5
51065,"Virginia","Fluvanna",6678,8723,5959,15,8
51067,"Virginia","Franklin",8213,10424,8320,19,8
51081,"Virginia","Greensville",9649,9394,9555,28,13
51083,"Virginia","Halifax",10126,11653,9491,22,10
51085,"Virginia","Hanover",6199,10411,5995,13,7
51087,"Virginia","Henrico",6474,7888,6154,15,8
51089,"Virginia","Henry",9968,10269,10361,26,9
51093,"Virginia","Isle of Wight",6293,6749,6332,17,8
51095,"Virginia","James City",5416,9048,4477,13,7
51099,"Virginia","King George",7708,8536,7620,15,8
51107,"Virginia","Loudoun",3174,5115,3440,12,7
51109,"Virginia","Louisa",8277,11454,8020,19,7
51111,"Virginia","Lunenburg",10332,15623,7439,26,14
51117,"Virginia","Mecklenburg",11316,14863,9755,23,10
51131,"Virginia","Northampton",9899,12349,9695,23,10
51135,"Virginia","Nottoway",9093,10008,8511,25,11
51137,"Virginia","Orange",8298,9745,8099,18,8
51143,"Virginia","Pittsylvania",9501,12517,8994,22,8
51147,"Virginia","Prince Edward",8677,11581,6799,21,11
51149,"Virginia","Prince George",5884,4621,7465,18,8
51153,"Virginia","Prince William",4608,6002,4887,16,7
51159,"Virginia","Richmond",10077,16464,7487,24,10
51161,"Virginia","Roanoke",6739,7522,7032,16,7
51175,"Virginia","Southampton",7928,9868,6841,20,10
51177,"Virginia","Spotsylvania",6799,7091,7347,16,7
51179,"Virginia","Stafford",5331,5911,5725,14,7
51183,"Virginia","Sussex",10577,8769,11954,26,12
51193,"Virginia","Westmoreland",8740,6420,10743,20,11
51199,"Virginia","York",4779,7000,4617,13,7
51510,"Virginia","Alexandria City",3667,5666,2953,13,7
51540,"Virginia","Charlottesville City",5763,11558,4443,18,6
51550,"Virginia","Chesapeake City",6639,7743,6414,16,9
51570,"Virginia","Colonial Heights City",10339,14425,10244,19,10
51590,"Virginia","Danville City",13113,14078,12537,25,13
51620,"Virginia","Franklin City",14620,16352,11998,25,12
51630,"Virginia","Fredericksburg City",7861,9857,7295,18,8
51650,"Virginia","Hampton City",8824,9429,8817,19,10
51670,"Virginia","Hopewell City",14304,14072,15642,25,13
51680,"Virginia","Lynchburg City",8534,12115,6957,21,8
51683,"Virginia","Manassas City",6419,9321,7565,20,7
51690,"Virginia","Martinsville City",16024,16837,16615,25,12
51700,"Virginia","Newport News City",8425,11305,6941,20,10
51710,"Virginia","Norfolk City",9410,12658,7775,20,11
51730,"Virginia","Petersburg City",19445,18176,28201,28,12
51740,"Virginia","Portsmouth City",10363,12093,8790,23,12
51760,"Virginia","Richmond City",9173,13315,4971,23,11
51770,"Virginia","Roanoke City",11162,12570,11412,22,10
51790,"Virginia","Staunton City",8663,8072,9058,17,9
51800,"Virginia","Suffolk City",7008,8014,6499,18,9
51810,"Virginia","Virginia Beach City",5840,7903,5678,16,8
51840,"Virginia","Winchester City",7110,10506,7276,19,9
53011,"Washington","Clark",5579,8468,5683,16,6
53033,"Washington","King",4540,8637,4415,12,7
53035,"Washington","Kitsap",5774,8958,5680,15,6
53053,"Washington","Pierce",6453,9381,6229,17,7
53061,"Washington","Snohomish",5351,5914,5735,15,6
53063,"Washington","Spokane",6642,10281,6615,16,7
53067,"Washington","Thurston",5503,6422,5614,15,6
53077,"Washington","Yakima",7717,11373,8308,26,7
54003,"West Virginia","Berkeley",9597,11336,9840,20,8
54011,"West Virginia","Cabell",15438,20492,15372,23,11
54037,"West Virginia","Jefferson",7325,9687,7274,19,8
54039,"West Virginia","Kanawha",12673,15475,12703,22,11
54055,"West Virginia","Mercer",13072,16361,13128,27,11
54081,"West Virginia","Raleigh",13810,13398,13904,24,10
55009,"Wisconsin","Brown",5698,14294,5287,15,7
55025,"Wisconsin","Dane",4681,10895,4484,12,7
55059,"Wisconsin","Kenosha",6805,13086,6588,16,8
55063,"Wisconsin","La Crosse",5896,18519,5677,14,7
55079,"Wisconsin","Milwaukee",8922,14648,7083,20,10
55087,"Wisconsin","Outagamie",5347,12224,4986,14,7
55101,"Wisconsin","Racine",7062,14579,6061,16,8
55105,"Wisconsin","Rock",7355,13280,7330,17,8
55133,"Wisconsin","Waukesha",4778,8424,4816,11,6
55139,"Wisconsin","Winnebago",5832,8694,5699,15,7
